Name,Type,Level,Race,Attribute,ATK,DEF,Collected
Dark Scheme,Trap Card,,Normal,,,,TRUE
Spider Web,Spell Card,,Field,,,,FALSE
Mist Valley Thunderbird,Effect Monster,3,Thunder,WIND,1100,700,TRUE
King of Yamimakai,Normal Monster,5,Fiend,DARK,2000,1530,FALSE
Koitsu,Union Effect Monster,10,Fairy,WATER,200,100,TRUE
Ally of Justice Field Marshal,Synchro Monster,9,Machine,DARK,2900,2600,FALSE
Phoenix Gearfried,Gemini Monster,8,Warrior,FIRE,2800,2200,TRUE
"Vector Pendulum, the Dracoverlord",Pendulum Normal Monster,4,Dragon,DARK,1850,0,FALSE
Avenging Knight Parshath,Synchro Monster,8,Fairy,LIGHT,2600,2100,TRUE
Triamid Dancer,Effect Monster,3,Rock,EARTH,600,1900,FALSE
Playful Possum,Effect Monster,2,Beast,EARTH,800,600,TRUE
Blaze Accelerator,Spell Card,,Continuous,,,,FALSE
Dedication through Light and Darkness,Spell Card,,Quick-Play,,,,TRUE
Tongyo,Normal Monster,4,Fish,WATER,1350,800,FALSE
Elemental HERO Flash,Effect Monster,4,Warrior,LIGHT,1100,1600,TRUE
Des Koala,Flip Effect Monster,3,Beast,DARK,1100,1800,FALSE
Fragrance Storm,Spell Card,,Normal,,,,TRUE
Floodgate Trap Hole,Trap Card,,Normal,,,,FALSE
Goblin Out of the Frying Pan,Trap Card,,Counter,,,,TRUE
Evolsaur Terias,Effect Monster,6,Dinosaur,FIRE,2400,600,FALSE
Horn Imp,Normal Monster,4,Fiend,DARK,1300,1000,TRUE
Battlestorm,Effect Monster,4,Winged Beast,DARK,1700,1000,FALSE
Metalfoes Combination,Trap Card,,Continuous,,,,TRUE
Bujingi Quilin,Effect Monster,4,Beast,LIGHT,1600,900,FALSE
Terrible Deal,Trap Card,,Normal,,,,TRUE
Wow Warrior,Normal Monster,4,Fish,WATER,1250,900,FALSE
Volcanic Scattershot,Effect Monster,2,Pyro,FIRE,500,0,TRUE
Peropero Cerperus,Effect Monster,3,Beast,EARTH,0,1800,FALSE
Garvas,Normal Monster,6,Beast,EARTH,2000,1700,TRUE
Arcana Force EX - The Dark Ruler,Effect Monster,10,Fairy,LIGHT,4000,4000,FALSE
Spirit Elimination,Spell Card,,Normal,,,,TRUE
Yosenju Oyam,Effect Monster,6,Beast,WIND,0,0,FALSE
Artifact Durendal,XYZ Monster,5,Fairy,LIGHT,2400,2100,TRUE
Piercing Moray,Effect Monster,4,Fish,WATER,1500,500,FALSE
Guiding Light,Effect Monster,1,Fairy,LIGHT,0,0,TRUE
Ruins of the Divine Dragon Lords,Spell Card,,Continuous,,,,FALSE
Great Dragon Token,Token,,Dragon,,,,TRUE
Elemental HERO Neos Alius,Gemini Monster,4,Warrior,LIGHT,1900,1300,FALSE
"Raviel, Lord of Phantasms",Effect Monster,10,Fiend,DARK,4000,4000,TRUE
Phantasm Token,Token,,Fiend,,,,FALSE
Dice Armadillo,Normal Monster,5,Machine,EARTH,1650,1800,TRUE
Earthbound Immortal Chacu Challhua,Effect Monster,10,Fish,DARK,2900,2400,FALSE
Gilford the Legend,Effect Monster,8,Warrior,EARTH,2600,2000,TRUE
Crystal Beast Amber Mammoth,Effect Monster,4,Beast,EARTH,1700,1600,FALSE
Predaplant Dragostapelia,Fusion Monster,8,Plant,DARK,2700,1900,TRUE
Ekibyo Drakmord,Spell Card,,Equip,,,,FALSE
Pendulum Shift,Spell Card,,Quick-Play,,,,TRUE
Muse-A,Normal Monster,3,Fairy,LIGHT,850,900,FALSE
Hidden Temples of Necrovalley,Spell Card,,Continuous,,,,TRUE
U.A. Penalty Box,Trap Card,,Continuous,,,,FALSE
Rush Recklessly,Spell Card,,Quick-Play,,,,TRUE
Twin-Barrel Dragon,Effect Monster,4,Machine,DARK,1700,200,FALSE
Darksea Float,Effect Monster,1,Machine,DARK,0,300,TRUE
D.D. Assailant,Effect Monster,4,Warrior,EARTH,1700,1600,FALSE
Suture Rebirth,Spell Card,,Normal,,,,TRUE
Naturia Dragonfly,Effect Monster,4,Insect,EARTH,1200,400,FALSE
Neck Hunter,Normal Monster,6,Fiend,DARK,1750,1900,TRUE
Aurora Wing,Effect Monster,4,Winged Beast,WATER,1200,1600,FALSE
Cyber Dragon,Effect Monster,5,Machine,LIGHT,2100,1600,TRUE
Cyber Dragon,Effect Monster,5,Machine,LIGHT,2100,1600,FALSE
Panther Shark,Effect Monster,5,Fish,WATER,1100,2000,TRUE
Windwitch - Snow Bell,Tuner Monster,1,Spellcaster,WIND,100,100,FALSE
Holding Legs,Effect Monster,4,Fiend,DARK,800,600,TRUE
Blast Juggler,Effect Monster,3,Machine,FIRE,800,900,FALSE
Ancient Gear Fortress,Spell Card,,Continuous,,,,TRUE
Spiritual Earth Art - Kurogane,Trap Card,,Normal,,,,FALSE
Dark Desertapir,Effect Monster,2,Beast,EARTH,1100,300,TRUE
Blade Bounzer,Effect Monster,4,Warrior,EARTH,1800,1400,FALSE
Mount Sylvania,Spell Card,,Field,,,,TRUE
Dark Core,Spell Card,,Normal,,,,FALSE
Toy Vendor,Spell Card,,Continuous,,,,TRUE
Naturia Tulip,Tuner Monster,2,Plant,EARTH,600,1500,FALSE
Pot of Generosity,Spell Card,,Normal,,,,TRUE
Tuner's Scheme,Trap Card,,Continuous,,,,FALSE
Mucus Yolk,Effect Monster,3,Aqua,DARK,0,100,TRUE
Fire Formation - Tenken,Trap Card,,Continuous,,,,FALSE
Dimensional Prison,Trap Card,,Normal,,,,TRUE
Riryoku Field,Trap Card,,Counter,,,,FALSE
Yamadron,Normal Monster,5,Dragon,FIRE,1600,1800,TRUE
Brotherhood of the Fire Fist - Gorilla,Effect Monster,4,Beast-Warrior,FIRE,1600,1000,FALSE
Upstart Goblin,Spell Card,,Normal,,,,TRUE
Star Siphon,Trap Card,,Normal,,,,FALSE
Siphon Token,Token,,Spellcaster,,,,TRUE
Machine King - 3000 B.C.,Trap Card,,Continuous,,,,FALSE
Hexatellarknight,Spell Card,,Field,,,,TRUE
Morphtronic Cord,Spell Card,,Equip,,,,FALSE
Assault Blackwing - Kunai the Drizzle,Effect Monster,5,Winged Beast,DARK,2100,1600,TRUE
Performapal Thunderhino,Effect Monster,3,Rock,LIGHT,200,1800,FALSE
Performapal Drummerilla,Pendulum Effect Monster,5,Beast,EARTH,1600,900,TRUE
Umbral Horror Will o' the Wisp,Effect Monster,1,Fiend,DARK,0,0,FALSE
Toon Rollback,Spell Card,,Normal,,,,TRUE
"Dewloren, Tiger King of the Ice Barrier",Synchro Monster,6,Beast,WATER,2000,1400,FALSE
Il Blud,Gemini Monster,6,Zombie,DARK,2100,800,TRUE
Constellar Rasalhague,Effect Monster,2,Spellcaster,LIGHT,900,100,FALSE
Rescue Warrior,Effect Monster,4,Warrior,EARTH,1600,1700,TRUE
Spear Shark,Effect Monster,4,Fish,WATER,1600,1400,FALSE
Star Seraph Sword,Effect Monster,4,Fairy,LIGHT,1400,1000,TRUE
Dark General Freed,Effect Monster,5,Warrior,DARK,2300,1700,FALSE
Dragoness the Wicked Knight,Fusion Monster,3,Warrior,WIND,1200,900,TRUE
Thought Ruler Archfiend,Synchro Monster,8,Psychic,DARK,2700,2300,FALSE
Summoned Skull,Normal Monster,6,Fiend,DARK,2500,1200,TRUE
Summoned Skull,Normal Monster,6,Fiend,DARK,2500,1200,FALSE
Summoned Skull,Normal Monster,6,Fiend,DARK,2500,1200,TRUE
Summoned Skull,Normal Monster,6,Fiend,DARK,2500,1200,FALSE
Royal Magical Library,Effect Monster,4,Spellcaster,LIGHT,0,2000,TRUE
Thunder Nyan Nyan,Effect Monster,4,Thunder,LIGHT,1900,800,FALSE
Regenerating Mummy,Effect Monster,4,Zombie,DARK,1800,1500,TRUE
Premature Burial,Spell Card,,Equip,,,,FALSE
Absolute Crusader,Effect Monster,4,Warrior,EARTH,1800,1200,TRUE
Ninjitsu Art of Transformation,Trap Card,,Continuous,,,,FALSE
Full Salvo,Trap Card,,Normal,,,,TRUE
Aerial Recharge,Trap Card,,Continuous,,,,FALSE
Pianissimo,Spell Card,,Quick-Play,,,,TRUE
Red Dragon Archfiend,Synchro Monster,8,Dragon,DARK,3000,2000,FALSE
Right Arm of the Forbidden One,Normal Monster,1,Spellcaster,DARK,200,300,TRUE
Constellar Kaus,Effect Monster,4,Beast-Warrior,LIGHT,1800,700,FALSE
Old Entity Hastorr,Synchro Monster,4,Reptile,WIND,2300,1000,TRUE
Amorphage Lechery,Pendulum Effect Monster,2,Dragon,EARTH,1350,0,FALSE
Alinsection,Normal Monster,3,Insect,EARTH,950,700,TRUE
Speedroid Gum Prize,Tuner Monster,1,Machine,WIND,0,800,FALSE
Five Brothers Explosion,Trap Card,,Continuous,,,,TRUE
Nanobreaker,Effect Monster,4,Machine,EARTH,1600,1800,FALSE
Phantom Beast Rock-Lizard,Effect Monster,7,Beast-Warrior,DARK,2200,2000,TRUE
Windwitch - Glass Bell,Tuner Monster,4,Spellcaster,WIND,1500,1500,FALSE
Silent Wobby,Effect Monster,4,Fish,WATER,1000,2000,TRUE
The White Stone of Ancients,Tuner Monster,1,Dragon,LIGHT,600,500,FALSE
Nobleman of Crossout,Spell Card,,Normal,,,,TRUE
Feather Wind,Trap Card,,Counter,,,,FALSE
Totem Bird,XYZ Monster,3,Winged Beast,WIND,1900,1400,TRUE
Stuffed Animal,Normal Monster,3,Warrior,EARTH,1200,900,FALSE
Orbital 7,Effect Monster,4,Machine,LIGHT,500,2000,TRUE
Memory Loss,Trap Card,,Normal,,,,FALSE
Jurrac Iguanon,Effect Monster,4,Dinosaur,FIRE,1700,700,TRUE
The Bistro Butcher,Effect Monster,4,Fiend,DARK,1800,1000,FALSE
"Pilica, Descendant of Gusto",Effect Monster,3,Psychic,WIND,1000,1500,TRUE
Phantom Beast Cross-Wing,Effect Monster,4,Beast-Warrior,LIGHT,1300,1300,FALSE
Despair from the Dark,Effect Monster,8,Zombie,DARK,2800,3000,TRUE
Evigishki Levianima,Ritual Effect Monster,8,Aqua,WATER,2700,1500,FALSE
Amazoness Scouts,Effect Monster,2,Warrior,EARTH,500,1100,TRUE
Drillroid,Effect Monster,4,Machine,EARTH,1600,1600,FALSE
Photon Booster,Spell Card,,Normal,,,,TRUE
D2 Shield,Trap Card,,Normal,,,,FALSE
Overworked,Trap Card,,Normal,,,,TRUE
U.A. Dreadnought Dunker,Effect Monster,7,Warrior,EARTH,2500,1800,FALSE
Yaranzo,Normal Monster,4,Zombie,DARK,1300,1500,TRUE
Tornado Bird,Flip Effect Monster,4,Winged Beast,WIND,1100,1000,FALSE
Worm Millidith,Flip Effect Monster,4,Reptile,LIGHT,400,1600,TRUE
Infernity Knight,Effect Monster,3,Fiend,DARK,1400,400,FALSE
Rank-Down-Magic Numeron Fall,Spell Card,,Normal,,,,TRUE
Reed Butterfly,Effect Monster,1,Insect,WIND,300,600,FALSE
Man Beast of Ares,Effect Monster,3,Beast-Warrior,EARTH,500,500,TRUE
Fireyarou,Normal Monster,4,Pyro,FIRE,1300,1000,FALSE
Paladin of Dark Dragon,Ritual Effect Monster,4,Dragon,DARK,1900,1200,TRUE
Queen's Bodyguard,Effect Monster,4,Warrior,EARTH,1700,1200,FALSE
Breaker the Magical Warrior,Effect Monster,4,Spellcaster,DARK,1600,1000,TRUE
Humpty Grumpty,Effect Monster,3,Zombie,DARK,1400,0,FALSE
Defenders Intersect,Trap Card,,Normal,,,,TRUE
Absorb Fusion,Spell Card,,Normal,,,,FALSE
Ally of Justice Thunder Armor,Effect Monster,8,Machine,DARK,2700,2200,TRUE
Cubic Rebirth,Trap Card,,Normal,,,,FALSE
Autonomous Action Unit,Spell Card,,Equip,,,,TRUE
Maryokutai,Effect Monster,3,Aqua,WATER,900,900,FALSE
Dragon's Mirror,Spell Card,,Normal,,,,TRUE
Oshaleon,Effect Monster,3,Reptile,WATER,1400,800,FALSE
Gandora-X the Dragon of Demolition,Effect Monster,8,Dragon,DARK,0,0,TRUE
Xyz Dimension Splash,Trap Card,,Normal,,,,FALSE
Megarock Dragon,Effect Monster,7,Rock,EARTH,0,0,TRUE
Perditious Puppeteer,Effect Monster,7,Fiend,DARK,2700,500,FALSE
Thunder King Rai-Oh,Effect Monster,4,Thunder,LIGHT,1900,800,TRUE
Performage Mirror Conductor,Pendulum Effect Monster,4,Spellcaster,LIGHT,600,1400,FALSE
Karma Cut,Trap Card,,Normal,,,,TRUE
Gem-Knight Pearl,XYZ Monster,4,Rock,EARTH,2600,1900,FALSE
Gem-Knight Amethyst,Fusion Monster,7,Aqua,EARTH,1950,2450,TRUE
Time Wizard,Effect Monster,2,Spellcaster,LIGHT,500,400,FALSE
Multiple Piece Golem,Fusion Monster,7,Rock,EARTH,2600,1300,TRUE
Black Garden,Spell Card,,Field,,,,FALSE
Rose Token,Token,,Plant,,,,TRUE
Magical Mid-Breaker Field,Spell Card,,Field,,,,FALSE
Battle Teleportation,Trap Card,,Normal,,,,TRUE
Xiangke Magician,Pendulum Effect Monster,7,Spellcaster,DARK,2500,500,FALSE
Magician's Robe,Effect Monster,2,Spellcaster,DARK,700,2000,TRUE
Palladium Oracle Mahad,Effect Monster,7,Spellcaster,LIGHT,2500,2100,FALSE
Performapal Recasting,Spell Card,,Normal,,,,TRUE
Mormolith,Effect Monster,4,Rock,EARTH,1000,900,FALSE
Sea Kamen,Normal Monster,4,Aqua,WATER,1100,1300,TRUE
Tree Otter,Effect Monster,2,Beast,WATER,1200,100,FALSE
Red-Eyes Burn,Trap Card,,Normal,,,,TRUE
Geargiano,Effect Monster,3,Machine,EARTH,500,1000,FALSE
Guardian of Order,Effect Monster,8,Warrior,LIGHT,2500,1200,TRUE
Serpentine Princess,Effect Monster,4,Reptile,WATER,1400,2000,FALSE
Performapal Radish Horse,Pendulum Effect Monster,4,Plant,EARTH,500,2000,TRUE
Fortune Lady Fire,Effect Monster,2,Spellcaster,FIRE,0,0,FALSE
Super Defense Robot Monki,Effect Monster,3,Machine,EARTH,800,1200,TRUE
Sharkraken,Effect Monster,6,Fish,WATER,2400,2100,FALSE
Patroid,Effect Monster,4,Machine,EARTH,1200,1200,TRUE
Swift Samurai Storm!,Trap Card,,Continuous,,,,FALSE
Shovel Crusher,Normal Monster,3,Machine,EARTH,900,1200,TRUE
Road Synchron,Tuner Monster,4,Machine,LIGHT,1600,800,FALSE
Talisman of Spell Sealing,Trap Card,,Continuous,,,,TRUE
Performapal Inflater Tapir,Effect Monster,6,Beast,WIND,1000,2000,FALSE
Liberty at Last!,Trap Card,,Normal,,,,TRUE
Fragment Fusion,Trap Card,,Normal,,,,FALSE
Photon Stream of Destruction,Spell Card,,Quick-Play,,,,TRUE
Weather Report,Flip Effect Monster,4,Aqua,WATER,950,1500,FALSE
Gem-Knight Amber,Gemini Monster,4,Thunder,EARTH,1600,1400,TRUE
Bat,Normal Monster,1,Machine,WIND,300,350,FALSE
Molten Conduction Field,Spell Card,,Normal,,,,TRUE
Troposphere,Effect Monster,6,Winged Beast,WIND,2400,2000,FALSE
Anti-Fusion Device,Trap Card,,Normal,,,,TRUE
Downerd Magician,XYZ Monster,4,Spellcaster,DARK,2100,200,FALSE
Desrook Archfiend,Effect Monster,3,Fiend,LIGHT,1100,1800,TRUE
Over Destiny,Spell Card,,Normal,,,,FALSE
Samsara Kaiser,Effect Monster,2,Warrior,EARTH,200,100,TRUE
Koa'ki Meiru Valafar,Effect Monster,8,Fiend,FIRE,3000,2100,FALSE
Stone Ghost,Normal Monster,4,Rock,EARTH,1200,1000,TRUE
Black Return,Trap Card,,Normal,,,,FALSE
Chthonian Polymer,Trap Card,,Normal,,,,TRUE
Mecha Phantom Beast O-Lion,Tuner Monster,2,Machine,WIND,600,1000,FALSE
Giant Mech-Soldier,Normal Monster,6,Machine,EARTH,1750,1900,TRUE
Swords of Revealing Light,Spell Card,,Normal,,,,FALSE
Red Gardna,Effect Monster,4,Fiend,FIRE,0,2000,TRUE
Fabled Soulkius,Effect Monster,6,Fiend,LIGHT,2200,2100,FALSE
Six Samurai United,Spell Card,,Continuous,,,,TRUE
Xyz Gift,Spell Card,,Normal,,,,FALSE
Geargiattacker,Effect Monster,4,Machine,EARTH,1900,100,TRUE
Beast-Eyes Pendulum Dragon,Fusion Monster,8,Dragon,EARTH,3000,2000,FALSE
Gishki Diviner,Effect Monster,3,Sea Serpent,WATER,1200,800,TRUE
Royal Tribute,Spell Card,,Normal,,,,FALSE
Fluffal Wings,Effect Monster,1,Fairy,LIGHT,100,100,TRUE
"Demise, King of Armageddon",Ritual Effect Monster,8,Fiend,DARK,2400,2000,FALSE
Evilswarm O'lantern,Effect Monster,4,Pyro,DARK,1650,1250,TRUE
"Kamui, Hope of Gusto",Flip Effect Monster,2,Psychic,WIND,200,1000,FALSE
Silent Magician LV8,Effect Monster,8,Spellcaster,LIGHT,3500,1000,TRUE
Synthesis Spell,Spell Card,,Ritual,,,,FALSE
U.A. Midfielder,Effect Monster,4,Warrior,EARTH,1200,1000,TRUE
Sinister Yorishiro,Trap Card,,Continuous,,,,FALSE
Xyz Agent,Effect Monster,2,Spellcaster,LIGHT,900,300,TRUE
Dark Artist,Effect Monster,3,Fiend,DARK,600,1400,FALSE
Obedience Schooled,Spell Card,,Normal,,,,TRUE
Dragonic Tactics,Spell Card,,Normal,,,,FALSE
Psychic Shockwave,Trap Card,,Normal,,,,TRUE
Demotion,Spell Card,,Equip,,,,FALSE
Block Golem,Effect Monster,3,Rock,EARTH,1000,1500,TRUE
Double Magical Arm Bind,Trap Card,,Normal,,,,FALSE
Chaos Command Magician,Effect Monster,6,Spellcaster,LIGHT,2400,1900,TRUE
Energy Bravery,Effect Monster,4,Warrior,LIGHT,1700,1200,FALSE
Vanity's Ruler,Effect Monster,8,Fairy,LIGHT,2500,1600,TRUE
Unwavering Bond,Trap Card,,Counter,,,,FALSE
Malice Doll of Demise,Effect Monster,4,Fiend,DARK,1600,1700,TRUE
Crimson Nova Trinity the Dark Cubic Lord,Fusion Monster,10,Fiend,DARK,4500,3000,FALSE
Vennominon the King of Poisonous Snakes,Effect Monster,8,Reptile,DARK,0,0,TRUE
Performapal Bot-Eyes Lizard,Effect Monster,4,Reptile,EARTH,1600,1200,FALSE
Trial of the Princesses,Spell Card,,Equip,,,,TRUE
Jewels of the Valiant,Spell Card,,Continuous,,,,FALSE
Assault Dog,Effect Monster,4,Beast,EARTH,1200,800,TRUE
Blackwing - Vayu the Emblem of Honor,Tuner Monster,1,Winged Beast,DARK,800,0,FALSE
Wisdom-Eye Magician,Pendulum Effect Monster,4,Spellcaster,LIGHT,1500,1500,TRUE
Card Rotator,Spell Card,,Normal,,,,FALSE
Triamid Kingolem,Spell Card,,Field,,,,TRUE
Chronomaly Gordian Knot,Effect Monster,3,Rock,EARTH,300,900,FALSE
Tyhone,Normal Monster,4,Winged Beast,WIND,1200,1400,TRUE
Ally of Justice Quarantine,Effect Monster,4,Machine,DARK,1700,1200,FALSE
Protector with Eyes of Blue,Tuner Monster,1,Spellcaster,LIGHT,800,1300,TRUE
Soul Hunter,Fusion Monster,6,Fiend,DARK,2200,1800,FALSE
Crystal Abundance,Spell Card,,Normal,,,,TRUE
Slip of Fortune,Trap Card,,Normal,,,,FALSE
Card Destruction,Spell Card,,Normal,,,,TRUE
Infernity Doom Dragon,Synchro Monster,8,Dragon,DARK,3000,2400,FALSE
Magna-Slash Dragon,Effect Monster,6,Dragon,LIGHT,2400,1200,TRUE
Ghostrick Warwolf,Effect Monster,3,Zombie,DARK,1400,1500,FALSE
Elemental HERO Neos Knight,Fusion Monster,7,Warrior,LIGHT,2500,1000,TRUE
Turtle Bird,Normal Monster,6,Aqua,WATER,1900,1700,FALSE
Black Sonic,Trap Card,,Normal,,,,TRUE
Panzer Dragon,Fusion Monster,5,Machine,LIGHT,1000,2600,FALSE
Black Luster Soldier - Envoy of the Beginning,Effect Monster,8,Warrior,LIGHT,3000,2500,TRUE
Jester Lord,Effect Monster,1,Spellcaster,DARK,0,0,FALSE
Silpheed,Effect Monster,4,Fairy,WIND,1700,700,TRUE
Hunter of Black Feathers,Effect Monster,4,Beast-Warrior,LIGHT,1700,1000,FALSE
Fusion Guard,Trap Card,,Counter,,,,TRUE
Fabled Urustos,Effect Monster,4,Fiend,LIGHT,1500,200,FALSE
Half Shut,Spell Card,,Quick-Play,,,,TRUE
Sand Stone,Normal Monster,5,Rock,EARTH,1300,1600,FALSE
Spellbreaker of the Ice Barrier,Effect Monster,4,Spellcaster,WATER,1200,2000,TRUE
Gust,Trap Card,,Normal,,,,FALSE
Queen Bird,Normal Monster,5,Winged Beast,WIND,1200,2000,TRUE
Raiza the Storm Monarch,Effect Monster,6,Winged Beast,WIND,2400,1000,FALSE
Performapal Lizardraw,Pendulum Effect Monster,3,Reptile,EARTH,1200,600,TRUE
Final Flame,Spell Card,,Normal,,,,FALSE
Final Flame,Spell Card,,Normal,,,,TRUE
Sylvan Lotuswain,Effect Monster,5,Plant,WATER,2300,1100,FALSE
Cross Porter,Effect Monster,2,Warrior,DARK,400,400,TRUE
Ruthless Denial,Spell Card,,Normal,,,,FALSE
"Felis, Lightsworn Archer",Tuner Monster,4,Beast-Warrior,LIGHT,1100,2000,TRUE
Ego Boost,Spell Card,,Quick-Play,,,,FALSE
Call of the Atlanteans,Spell Card,,Quick-Play,,,,TRUE
Light Barrier,Spell Card,,Field,,,,FALSE
"Calcab, Malebranche of the Burning Abyss",Effect Monster,3,Fiend,DARK,1400,0,TRUE
Worm Drake,Normal Monster,4,Reptile,EARTH,1400,1500,FALSE
Vilepawn Archfiend,Effect Monster,2,Fiend,EARTH,1200,200,TRUE
Gladiator Beast Essedarii,Fusion Monster,5,Beast,EARTH,2500,1400,FALSE
Bujintei Tsukuyomi,XYZ Monster,4,Beast-Warrior,LIGHT,1800,2300,TRUE
Lyna the Light Charmer,Flip Effect Monster,3,Spellcaster,LIGHT,500,1500,FALSE
Armoroid,Effect Monster,8,Machine,EARTH,2700,2000,TRUE
Raidraptor - Force Strix,XYZ Monster,4,Winged Beast,DARK,100,2000,FALSE
Barrier Statue of the Stormwinds,Effect Monster,4,Winged Beast,WIND,1000,1000,TRUE
Noble Knight Peredur,Effect Monster,4,Warrior,LIGHT,1900,300,FALSE
Dark Contract with the Swamp King,Spell Card,,Continuous,,,,TRUE
Paladin of White Dragon,Ritual Effect Monster,4,Dragon,LIGHT,1900,1200,FALSE
Dimension Jar,Flip Effect Monster,2,Machine,DARK,200,200,TRUE
Mara of the Nordic Alfar,Tuner Monster,2,Spellcaster,DARK,1000,500,FALSE
Geargiarsenal,Effect Monster,4,Machine,EARTH,1500,500,TRUE
Iron Blacksmith Kotetsu,Flip Effect Monster,2,Beast-Warrior,FIRE,500,500,FALSE
Destroyer Golem,Normal Monster,4,Rock,EARTH,1500,1000,TRUE
Vindikite R-Genex,Synchro Monster,8,Machine,WIND,2400,1000,FALSE
Fairy Wind,Trap Card,,Normal,,,,TRUE
Blackwing - Tornado the Reverse Wind,Effect Monster,4,Winged Beast,DARK,1000,1200,FALSE
Guardian Baou,Effect Monster,4,Fiend,DARK,800,400,TRUE
Gishki Emilia,Spirit Monster,4,Spellcaster,WATER,1600,800,FALSE
Unleash Your Power!,Spell Card,,Quick-Play,,,,TRUE
Amazoness Blowpiper,Effect Monster,3,Warrior,EARTH,800,1500,FALSE
Pole Position,Trap Card,,Continuous,,,,TRUE
Black Rose Dragon,Synchro Monster,7,Dragon,FIRE,2400,1800,FALSE
Metalfoes Fusion,Spell Card,,Normal,,,,TRUE
Soul Drain,Trap Card,,Continuous,,,,FALSE
Illusion Magic,Spell Card,,Quick-Play,,,,TRUE
Time Escaper,Effect Monster,2,Psychic,EARTH,500,100,FALSE
Terraforming,Spell Card,,Normal,,,,TRUE
Dimension Slice,Trap Card,,Normal,,,,FALSE
Sand Moth,Effect Monster,4,Rock,EARTH,1000,2000,TRUE
Blackwing - Oroshi the Squall,Tuner Monster,1,Winged Beast,DARK,400,600,FALSE
Snowdust Giant,XYZ Monster,4,Beast-Warrior,WATER,2200,800,TRUE
Silent Magician LV4,Effect Monster,4,Spellcaster,LIGHT,1000,1000,FALSE
The Beginning of the End,Spell Card,,Normal,,,,TRUE
Super Soldier Rebirth,Trap Card,,Normal,,,,FALSE
Giant Orc,Effect Monster,4,Fiend,DARK,2200,0,TRUE
Little Trooper,Effect Monster,1,Warrior,EARTH,900,500,FALSE
Skill Successor,Trap Card,,Normal,,,,TRUE
Skilled Dark Magician,Effect Monster,4,Spellcaster,DARK,1900,1700,FALSE
Papa-Corn,Effect Monster,4,Plant,EARTH,1200,800,TRUE
Rage of the Deep Sea,Effect Monster,5,Fish,WATER,0,0,FALSE
Dragoons of Draconia,Pendulum Normal Monster,4,Beast-Warrior,FIRE,1800,200,TRUE
R-Genex Accelerator,Effect Monster,4,Machine,WIND,1500,1900,FALSE
Saber Vault,Spell Card,,Field,,,,TRUE
Sunny Pixie,Tuner Monster,1,Spellcaster,LIGHT,300,400,FALSE
Crusader of Endymion,Gemini Monster,4,Spellcaster,LIGHT,1900,1200,TRUE
Wonder Xyz,Trap Card,,Normal,,,,FALSE
Dodododraw,Spell Card,,Normal,,,,TRUE
Eliminating the League,Trap Card,,Normal,,,,FALSE
Armed Dragon LV7,Effect Monster,7,Dragon,WIND,2800,1000,TRUE
Zoodiac Combo,Trap Card,,Normal,,,,FALSE
Raidraptor - Rise Falcon,XYZ Monster,4,Winged Beast,DARK,100,2000,TRUE
White-Horned Dragon,Effect Monster,6,Dragon,DARK,2200,1400,FALSE
Venom Snake,Effect Monster,3,Reptile,EARTH,1200,600,TRUE
Bujincarnation,Spell Card,,Normal,,,,FALSE
Scapegoat,Spell Card,,Quick-Play,,,,TRUE
Sheep Token,Token,,Beast,,,,FALSE
Sheep Token,Token,,Beast,,,,TRUE
Sheep Token,Token,,Beast,,,,FALSE
Sheep Token,Token,,Beast,,,,TRUE
Constellar Pleiades,XYZ Monster,5,Warrior,LIGHT,2500,1500,FALSE
Raidraptor - Booster Strix,Effect Monster,4,Winged Beast,DARK,100,1700,TRUE
Tri-and-Guess,Trap Card,,Normal,,,,FALSE
Lost Wind,Trap Card,,Normal,,,,TRUE
El Shaddoll Wendigo,Fusion Monster,6,Psychic,WIND,200,2800,FALSE
Hazy Flame Griffin,Effect Monster,6,Winged Beast,FIRE,200,2100,TRUE
Golden Bamboo Sword,Spell Card,,Normal,,,,FALSE
Invocation,Spell Card,,Normal,,,,TRUE
Vylon Prism,Tuner Monster,4,Thunder,LIGHT,1500,1500,FALSE
Tune Warrior,Normal Tuner Monster,3,Warrior,EARTH,1600,200,TRUE
Legendary Six Samurai - Mizuho,Effect Monster,3,Warrior,FIRE,1600,1000,FALSE
Change of Hero - Reflector Ray,Trap Card,,Normal,,,,TRUE
Evo-Singularity,Trap Card,,Normal,,,,FALSE
Orb of Yasaka,Spell Card,,Equip,,,,TRUE
Dark World Dealings,Spell Card,,Normal,,,,FALSE
Nekroz of Gungnir,Ritual Effect Monster,7,Spellcaster,WATER,2500,1700,TRUE
Biofalcon,Effect Monster,4,Machine,LIGHT,1700,1200,FALSE
Exiled Force,Effect Monster,4,Warrior,EARTH,1000,1000,TRUE
Graceful Dice,Spell Card,,Quick-Play,,,,FALSE
Dark Scorpion - Meanae the Thorn,Effect Monster,4,Warrior,DARK,1000,1800,TRUE
Cyber Twin Dragon,Fusion Monster,8,Machine,LIGHT,2800,2100,FALSE
Brotherhood of the Fire Fist - Horse Prince,Synchro Monster,6,Beast-Warrior,FIRE,2200,2200,TRUE
Painful Choice,Spell Card,,Normal,,,,FALSE
PSY-Framegear Delta,Tuner Monster,2,Psychic,LIGHT,1200,0,TRUE
Pikeru's Circle of Enchantment,Trap Card,,Normal,,,,FALSE
